timestamp,site_id,building_id,asset_id,temperature,vibration,power_consumption,anomaly_type,iforest_score
2026-06-22 10:30:00,Site_C,Bldg_C2,AHU_Bldg_C2_01,42.55,4.067,98.93,"Excessive Vibration, Abnormal Temperature",-0.0642
2026-06-22 10:45:00,Site_C,Bldg_C2,AHU_Bldg_C2_01,42.82,3.199,142.16,"Sudden Power Spike, Excessive Vibration, Abnormal Temperature",-0.0639
2026-06-22 11:00:00,Site_C,Bldg_C2,AHU_Bldg_C2_01,44.99,2.87,99.39,Abnormal Temperature,-0.0479
2026-06-22 11:15:00,Site_C,Bldg_C2,AHU_Bldg_C2_01,46.39,2.879,120.78,Abnormal Temperature,-0.0606
2026-06-22 11:30:00,Site_C,Bldg_C2,AHU_Bldg_C2_01,41.85,2.233,114.28,Abnormal Temperature,-0.0388
2026-06-22 11:45:00,Site_C,Bldg_C2,AHU_Bldg_C2_01,43.47,3.299,109.76,"Excessive Vibration, Abnormal Temperature",-0.0557
2026-06-22 12:00:00,Site_C,Bldg_C2,AHU_Bldg_C2_01,49.58,3.546,142.39,"Sudden Power Spike, Excessive Vibration, Abnormal Temperature",-0.0749
2026-06-22 12:15:00,Site_C,Bldg_C2,AHU_Bldg_C2_01,43.05,3.356,163.92,"Sudden Power Spike, Excessive Vibration, Abnormal Temperature",-0.063
2026-06-22 12:30:00,Site_C,Bldg_C2,AHU_Bldg_C2_01,45.33,2.535,109.82,Abnormal Temperature,-0.044
2026-06-22 12:45:00,Site_C,Bldg_C2,AHU_Bldg_C2_01,46.64,3.682,126.14,"Excessive Vibration, Abnormal Temperature",-0.0712
2026-06-22 13:00:00,Site_C,Bldg_C2,AHU_Bldg_C2_01,47.47,2.809,167.43,"Sudden Power Spike, Abnormal Temperature",-0.0509
2026-06-22 13:15:00,Site_C,Bldg_C2,AHU_Bldg_C2_01,49.11,3.468,113.98,"Excessive Vibration, Abnormal Temperature",-0.0555
2026-06-22 13:30:00,Site_C,Bldg_C2,AHU_Bldg_C2_01,42.47,2.645,137.96,"Sudden Power Spike, Abnormal Temperature",-0.0587
2026-06-22 13:45:00,Site_C,Bldg_C2,AHU_Bldg_C2_01,50.33,3.706,181.06,"Sudden Power Spike, Excessive Vibration, Abnormal Temperature",-0.0613
2026-06-22 14:00:00,Site_C,Bldg_C2,AHU_Bldg_C2_01,41.66,3.528,158.19,"Sudden Power Spike, Excessive Vibration, Abnormal Temperature",-0.0581
2026-06-22 14:15:00,Site_C,Bldg_C2,AHU_Bldg_C2_01,41.09,3.183,112.01,"Excessive Vibration, Abnormal Temperature",-0.0591
2026-06-22 14:30:00,Site_C,Bldg_C2,AHU_Bldg_C2_01,43.25,2.849,138.16,"Sudden Power Spike, Abnormal Temperature",-0.0538
2026-06-22 14:45:00,Site_C,Bldg_C2,AHU_Bldg_C2_01,47.5,3.823,165.62,"Sudden Power Spike, Excessive Vibration, Abnormal Temperature",-0.0633
2026-06-22 15:00:00,Site_C,Bldg_C2,AHU_Bldg_C2_01,46.58,3.388,169.06,"Sudden Power Spike, Excessive Vibration, Abnormal Temperature",-0.0509
2026-06-22 15:15:00,Site_C,Bldg_C2,AHU_Bldg_C2_01,42.89,3.339,156.75,"Sudden Power Spike, Excessive Vibration, Abnormal Temperature",-0.0658
2026-06-22 15:30:00,Site_C,Bldg_C2,AHU_Bldg_C2_01,40.4,3.118,99.59,"Excessive Vibration, Abnormal Temperature",-0.0525
2026-06-22 15:45:00,Site_C,Bldg_C2,AHU_Bldg_C2_01,44.29,2.892,141.4,"Sudden Power Spike, Abnormal Temperature",-0.0528
2026-06-22 16:00:00,Site_C,Bldg_C2,AHU_Bldg_C2_01,44.17,3.964,96.45,"Excessive Vibration, Abnormal Temperature",-0.0648
2026-06-22 16:15:00,Site_C,Bldg_C2,AHU_Bldg_C2_01,40.08,3.447,139.35,"Sudden Power Spike, Excessive Vibration, Abnormal Temperature",-0.0549
2026-06-22 16:30:00,Site_C,Bldg_C2,AHU_Bldg_C2_01,44.76,3.671,160.01,"Sudden Power Spike, Excessive Vibration, Abnormal Temperature",-0.0581
2026-06-22 16:45:00,Site_C,Bldg_C2,AHU_Bldg_C2_01,46.63,3.38,131.71,"Sudden Power Spike, Excessive Vibration, Abnormal Temperature",-0.0537
2026-06-22 17:00:00,Site_C,Bldg_C2,AHU_Bldg_C2_01,39.95,3.672,134.76,"Sudden Power Spike, Excessive Vibration, Abnormal Temperature",-0.0534
2026-06-22 17:15:00,Site_C,Bldg_C2,AHU_Bldg_C2_01,45.78,3.212,120.28,"Excessive Vibration, Abnormal Temperature",-0.0546
2026-06-22 17:30:00,Site_C,Bldg_C2,AHU_Bldg_C2_01,47.98,3.689,113.07,"Excessive Vibration, Abnormal Temperature",-0.0629
2026-06-22 17:45:00,Site_C,Bldg_C2,AHU_Bldg_C2_01,45.27,3.51,136.93,"Sudden Power Spike, Excessive Vibration, Abnormal Temperature",-0.054
2026-06-22 18:00:00,Site_C,Bldg_C2,AHU_Bldg_C2_01,48.25,3.583,104.02,"Excessive Vibration, Abnormal Temperature",-0.0575
2026-06-22 18:15:00,Site_C,Bldg_C2,AHU_Bldg_C2_01,44.7,3.531,136.02,"Sudden Power Spike, Excessive Vibration, Abnormal Temperature",-0.0586
2026-06-22 18:30:00,Site_C,Bldg_C2,AHU_Bldg_C2_01,38.6,3.55,124.9,"Excessive Vibration, Abnormal Temperature",-0.0486
2026-06-22 18:45:00,Site_C,Bldg_C2,AHU_Bldg_C2_01,38.6,1.77,135.47,"Sudden Power Spike, Abnormal Temperature",-0.0128
2026-06-22 19:00:00,Site_C,Bldg_C2,AHU_Bldg_C2_01,37.23,2.499,45.34,Multivariate Telemetry Anomaly,-0.0093
2026-06-22 19:15:00,Site_C,Bldg_C2,AHU_Bldg_C2_01,40.82,2.202,33.08,Abnormal Temperature,-0.0306
2026-06-22 19:30:00,Site_C,Bldg_C2,AHU_Bldg_C2_01,45.87,1.25,36.88,Abnormal Temperature,0.0168
2026-06-22 19:45:00,Site_C,Bldg_C2,AHU_Bldg_C2_01,40.56,1.509,32.38,Abnormal Temperature,-0.0106
2026-06-22 20:00:00,Site_C,Bldg_C2,AHU_Bldg_C2_01,44.83,1.163,34.38,Abnormal Temperature,0.0091
2026-06-22 20:15:00,Site_C,Bldg_C2,AHU_Bldg_C2_01,46.16,0.877,37.36,Abnormal Temperature,0.0231
2026-06-22 20:45:00,Site_C,Bldg_C2,AHU_Bldg_C2_01,40.15,1.514,49.32,Abnormal Temperature,-0.0118
2026-06-22 21:00:00,Site_C,Bldg_C2,AHU_Bldg_C2_01,41.8,2.164,30.33,Abnormal Temperature,-0.0334
2026-06-22 21:15:00,Site_C,Bldg_C2,AHU_Bldg_C2_01,36.8,1.826,53.65,Multivariate Telemetry Anomaly,-0.0045
2026-06-22 21:30:00,Site_C,Bldg_C2,AHU_Bldg_C2_01,44.78,2.11,35.43,Abnormal Temperature,-0.0344
2026-06-22 21:45:00,Site_C,Bldg_C2,AHU_Bldg_C2_01,37.16,1.724,31.19,Multivariate Telemetry Anomaly,-0.0072
2026-06-22 22:00:00,Site_C,Bldg_C2,AHU_Bldg_C2_01,41.97,2.652,36.03,Abnormal Temperature,-0.0535
2026-06-22 22:15:00,Site_C,Bldg_C2,AHU_Bldg_C2_01,37.42,2.288,32.88,Multivariate Telemetry Anomaly,-0.0166
2026-06-22 22:30:00,Site_C,Bldg_C2,AHU_Bldg_C2_01,44.92,1.501,38.68,Abnormal Temperature,-0.0229
2026-06-22 22:45:00,Site_C,Bldg_C2,AHU_Bldg_C2_01,36.18,2.237,48.86,Multivariate Telemetry Anomaly,-0.0125
2026-06-22 23:15:00,Site_C,Bldg_C2,AHU_Bldg_C2_01,43.44,1.55,33.6,Abnormal Temperature,-0.008
2026-06-22 23:45:00,Site_C,Bldg_C2,AHU_Bldg_C2_01,40.57,2.085,32.76,Abnormal Temperature,-0.0291
2026-06-23 00:00:00,Site_C,Bldg_C2,AHU_Bldg_C2_01,38.76,1.908,40.64,Abnormal Temperature,-0.0209
2026-06-06 21:30:00,Site_A,Bldg_A1,Chiller_Bldg_A1_01,7.75,2.19,57.67,Multivariate Telemetry Anomaly,-0.0043
2026-06-06 22:15:00,Site_A,Bldg_A1,Chiller_Bldg_A1_01,8.63,2.211,65.98,Multivariate Telemetry Anomaly,-0.005
2026-06-06 23:00:00,Site_A,Bldg_A1,Chiller_Bldg_A1_01,7.71,2.598,65.39,Multivariate Telemetry Anomaly,-0.0095
2026-06-06 23:45:00,Site_A,Bldg_A1,Chiller_Bldg_A1_01,8.68,2.244,68.46,Multivariate Telemetry Anomaly,-0.0179
2026-06-07 00:00:00,Site_A,Bldg_A1,Chiller_Bldg_A1_01,8.56,2.324,70.76,Multivariate Telemetry Anomaly,-0.0126
2026-06-07 00:15:00,Site_A,Bldg_A1,Chiller_Bldg_A1_01,8.65,2.341,73.39,Multivariate Telemetry Anomaly,-0.0149
2026-06-07 00:30:00,Site_A,Bldg_A1,Chiller_Bldg_A1_01,8.52,2.883,67.79,Multivariate Telemetry Anomaly,-0.0103
2026-06-07 00:45:00,Site_A,Bldg_A1,Chiller_Bldg_A1_01,8.99,2.793,69.66,Multivariate Telemetry Anomaly,-0.0194
2026-06-07 01:00:00,Site_A,Bldg_A1,Chiller_Bldg_A1_01,8.92,2.618,73.3,Multivariate Telemetry Anomaly,-0.0196
2026-06-07 01:15:00,Site_A,Bldg_A1,Chiller_Bldg_A1_01,8.85,2.616,69.28,Multivariate Telemetry Anomaly,-0.0088
2026-06-07 01:45:00,Site_A,Bldg_A1,Chiller_Bldg_A1_01,8.96,2.732,72.14,Multivariate Telemetry Anomaly,-0.0025
2026-06-07 02:30:00,Site_A,Bldg_A1,Chiller_Bldg_A1_01,8.74,2.971,73.77,Multivariate Telemetry Anomaly,-0.0078
2026-06-07 02:45:00,Site_A,Bldg_A1,Chiller_Bldg_A1_01,9.35,2.599,72.87,Multivariate Telemetry Anomaly,-0.0032
2026-06-07 03:00:00,Site_A,Bldg_A1,Chiller_Bldg_A1_01,10.0,2.898,74.97,Multivariate Telemetry Anomaly,-0.0102
2026-06-07 03:15:00,Site_A,Bldg_A1,Chiller_Bldg_A1_01,9.83,3.153,72.88,Multivariate Telemetry Anomaly,-0.0065
2026-06-07 03:30:00,Site_A,Bldg_A1,Chiller_Bldg_A1_01,9.81,2.919,72.32,Multivariate Telemetry Anomaly,-0.0017
2026-06-07 03:45:00,Site_A,Bldg_A1,Chiller_Bldg_A1_01,9.06,3.093,76.2,Multivariate Telemetry Anomaly,-0.0308
2026-06-07 04:00:00,Site_A,Bldg_A1,Chiller_Bldg_A1_01,10.97,3.185,73.71,Multivariate Telemetry Anomaly,-0.0036
2026-06-07 04:15:00,Site_A,Bldg_A1,Chiller_Bldg_A1_01,11.13,3.065,79.97,Multivariate Telemetry Anomaly,-0.0002
2026-06-07 04:30:00,Site_A,Bldg_A1,Chiller_Bldg_A1_01,11.35,3.189,73.95,Multivariate Telemetry Anomaly,-0.015
2026-06-07 04:45:00,Site_A,Bldg_A1,Chiller_Bldg_A1_01,9.83,3.281,72.08,Multivariate Telemetry Anomaly,-0.0115
2026-06-07 05:00:00,Site_A,Bldg_A1,Chiller_Bldg_A1_01,10.54,3.153,75.69,Multivariate Telemetry Anomaly,-0.0068
2026-06-07 05:15:00,Site_A,Bldg_A1,Chiller_Bldg_A1_01,11.75,3.072,76.18,Multivariate Telemetry Anomaly,-0.0108
2026-06-07 05:30:00,Site_A,Bldg_A1,Chiller_Bldg_A1_01,10.86,2.794,74.92,Multivariate Telemetry Anomaly,-0.0005
2026-06-07 05:45:00,Site_A,Bldg_A1,Chiller_Bldg_A1_01,11.28,2.887,75.63,Multivariate Telemetry Anomaly,-0.0077
2026-06-07 06:15:00,Site_A,Bldg_A1,Chiller_Bldg_A1_01,13.1,3.489,79.77,Multivariate Telemetry Anomaly,-0.0128
2026-06-07 06:30:00,Site_A,Bldg_A1,Chiller_Bldg_A1_01,12.82,3.393,77.88,Multivariate Telemetry Anomaly,-0.0037
2026-06-07 06:45:00,Site_A,Bldg_A1,Chiller_Bldg_A1_01,12.42,3.766,78.31,Multivariate Telemetry Anomaly,-0.0041
2026-06-07 07:00:00,Site_A,Bldg_A1,Chiller_Bldg_A1_01,11.89,3.28,80.98,Multivariate Telemetry Anomaly,-0.0017
2026-06-07 07:30:00,Site_A,Bldg_A1,Chiller_Bldg_A1_01,12.01,3.464,82.66,Multivariate Telemetry Anomaly,-0.0084
2026-06-07 07:45:00,Site_A,Bldg_A1,Chiller_Bldg_A1_01,13.21,3.003,83.81,Multivariate Telemetry Anomaly,-0.0101
2026-06-07 08:00:00,Site_A,Bldg_A1,Chiller_Bldg_A1_01,12.92,3.641,83.9,Multivariate Telemetry Anomaly,-0.015
2026-06-07 08:15:00,Site_A,Bldg_A1,Chiller_Bldg_A1_01,13.59,3.678,81.8,Multivariate Telemetry Anomaly,-0.011
2026-06-07 08:30:00,Site_A,Bldg_A1,Chiller_Bldg_A1_01,14.64,3.498,86.3,Multivariate Telemetry Anomaly,-0.0182
2026-06-07 08:45:00,Site_A,Bldg_A1,Chiller_Bldg_A1_01,14.24,3.61,86.84,Multivariate Telemetry Anomaly,-0.0124
2026-06-07 09:15:00,Site_A,Bldg_A1,Chiller_Bldg_A1_01,14.86,3.632,86.76,Multivariate Telemetry Anomaly,-0.0157
2026-06-07 09:30:00,Site_A,Bldg_A1,Chiller_Bldg_A1_01,14.22,3.999,81.99,Multivariate Telemetry Anomaly,-0.036
2026-06-07 09:45:00,Site_A,Bldg_A1,Chiller_Bldg_A1_01,14.45,3.455,87.58,Multivariate Telemetry Anomaly,-0.0075
2026-06-07 10:00:00,Site_A,Bldg_A1,Chiller_Bldg_A1_01,14.56,3.713,83.94,Multivariate Telemetry Anomaly,-0.0104
2026-06-07 10:15:00,Site_A,Bldg_A1,Chiller_Bldg_A1_01,14.94,3.722,86.97,Multivariate Telemetry Anomaly,-0.0209
2026-06-07 10:30:00,Site_A,Bldg_A1,Chiller_Bldg_A1_01,15.1,3.447,86.47,Multivariate Telemetry Anomaly,-0.0089
2026-06-07 10:45:00,Site_A,Bldg_A1,Chiller_Bldg_A1_01,14.44,4.156,84.38,Multivariate Telemetry Anomaly,-0.0173
2026-06-07 11:00:00,Site_A,Bldg_A1,Chiller_Bldg_A1_01,15.23,3.545,90.44,Multivariate Telemetry Anomaly,-0.0144
